District,Population,2019,2026,2031,2036,2046
18,workers,187.03627732800305,460.2304409399985,1157.7615224699948,2070.5093120100028,3849.1517686000007
19,under16,16.71864715800075,157.32205302999955,306.02263676999974,450.51605998000014,668.56693928
19,16-74,27.064412411995363,225.5367716599976,447.0377492200023,699.1959817699972,1306.9701030799988
19,75+,5.772882191999997,40.27871588000016,80.76458881999997,138.70055948000027,332.1657336199996
19,HHs,23.215824359998805,191.46520023999983,372.3089323099939,574.3956054000009,1057.1621808099953
19,jobs,57.87460122599987,60.35030336999989,229.40122530999906,424.10940419000144,920.8120579300012
19,workers,65.07458892000068,84.55745188999754,304.30136256999685,564.909690550001,1068.6404817500006
20,under16,56.13512288399943,440.59827038000003,860.6121085899977,1267.2231769999999,1903.1205352800025
20,16-74,108.79475867399015,676.1179557000069,1264.0672047900007,1947.5750737600029,3670.812172500002
20,75+,17.39222200200129,99.15592325000034,191.7144648600006,335.05231279000145,807.0529336299987
20,HHs,79.28575153199927,529.5723800700034,1017.365652339995,1572.9251962199924,2903.9536658199977
20,jobs,202.13809423800558,203.33808762000263,792.5601597799978,1473.35384453999,3194.4355129299947
20,workers,209.4314113080036,218.285811380003,811.2217826600026,1521.872415039994,2898.770058809998
27,under16,146.3999523780003,1213.9996218099986,2312.9992988300073,3383.9989624600094,5150.998363139992
27,16-74,251.99991375597892,1858.9994086599909,3590.998878030019,5605.998272799989,10580.996717630012
27,75+,28.799994167995465,163.99999204000414,330.9999613600012,571.9999153200006,1396.9997249400003
27,HHs,195.59992454998428,1456.9995002199867,2819.9990376299975,4357.998531550009,7936.997383080015
27,jobs,595.7999990400131,608.0000089499954,2369.000001840017,4388.000000950007,9519.00000164
27,workers,556.7998329840048,563.9996964500024,2370.999156250007,4471.998361760008,8573.996879309969
22,under16,44.55135609000172,366.46969662000083,715.4787025200021,1056.412742739998,1588.9024498399976
22,16-74,88.4270166599963,553.3087470500104,1049.849685699999,1643.3357254299844,3114.166926170001
22,75+,11.645697173998997,69.12610140000015,133.30339530999936,227.40207049000128,555.2063251099989
22,HHs,63.935619185995165,429.97788819999914,827.4713287800005,1289.1932514199943,2386.4487232600004
22,jobs,176.05674870600342,178.34010125000714,693.1282524200069,1281.3698142700086,2782.253425160001
22,workers,159.54619465799624,173.12967922998723,686.6797916199976,1295.189646409999,2464.457926679999
29,under16,87.59996536799736,806.9997039200025,1565.99942036,2299.999155409998,3475.998774030002
29,16-74,143.39994997200847,1195.9996847800066,2336.9994335899974,3674.999116400024,7108.998161529991
29,75+,24.599991702001716,114.00000773000284,244.00000344,451.9999835000017,1233.9998445599995
29,HHs,125.99995575000503,1023.9997086700096,2010.9994437400019,3125.999157979997,5743.998484289994
29,jobs,433.1998323660082,439.9998468799895,1728.9993691800046,3198.99881818,6947.997418610001
29,workers,379.1998425359998,310.00001969998993,1401.9997904299962,2929.999214399999,5603.998524559982
21,under16,14.399480208000568,160.99415387000045,322.98825702999966,477.9826088200016,721.9737017200014
21,16-74,10.79963635200329,178.9938065799979,385.98660732999997,631.9779639499939,1294.9544459099998
21,75+,5.9998025699997015,42.99847258999944,89.9968700699992,159.99435601000096,391.9858738699995
21,HHs,17.399412851997113,182.99345815999732,373.98669905000133,595.9787400399982,1137.959396190001
21,jobs,106.79676553799436,107.99676852999983,422.9871463499949,782.9762062899972,1700.9482608399958
21,workers,38.998591505996956,33.99893219000114,255.99095726000087,564.9787291699977,1162.9571218900037
26,under16,43.80080854199696,470.00838280000426,927.0165606900027,1360.0244149399987,2028.037180100002
26,16-74,49.20064266600821,658.0100896000004,1363.0207800199933,2190.0333805699993,4282.06816973001
26,75+,19.200170880003498,133.00143348000347,276.0030691500069,491.0056659000038,1220.0149611800007
26,HHs,62.400877931992,635.0096607200176,1282.019351439987,2013.030553670018,3759.056933809996
26,jobs,232.803665352003,239.00372738001897,927.0145517999918,1718.0270397000277,3728.0587510199985
26,workers,199.80224855402048,152.00268073999177,863.0148062399821,1809.027663689987,3497.058540380007
24,under16,89.39980918198853,955.9984397799963,1853.99690568,2702.995455119999,4079.992878149995
24,16-74,121.19992624197039,1607.9978907200566,3243.9964176799695,5085.9947834600025,9528.989385209992
24,75+,22.80003396599568,168.999938009998,370.9998627100031,654.9998422800018,1618.9994331099988
24,HHs,120.59989961402607,1319.998384719962,2633.9969261299993,4087.9953547299956,7427.992220670014
24,jobs,532.7997976560291,548.9997111099947,2137.999217500008,3962.9984195599973,8594.996602399988
24,workers,425.99966620799387,555.9988880999881,2023.9958151499595,3829.9977244600013,7418.992926900013
23,under16,112.19985984600498,1101.998595249992,2088.997426170001,3027.9962975399976,4534.994450679995
23,16-74,187.19975998802693,1956.9977897000208,3981.9952290999936,6282.9922378100455,12003.984763489978
23,75+,20.39998284599278,103.00009400000272,256.00007859000834,514.9999232799964,1419.9992571999937
23,HHs,163.7997641940019,1529.9980877400085,3055.9961919100024,4759.994049380039,8735.989016739957
23,jobs,560.399688414007,577.9997067899822,2250.9987653999706,4168.997728969989,9045.995076890002
23,workers,589.7993358119857,481.99944439000683,1872.9977663600148,4415.994657200004,8791.98880952
